666	1	326
969	1	326
568	1	816
489	2	891
676	1	768
80	1	242
490	1	152
281	1	67
534	1	182
792	1	111
102	1	549
565	2	44
750	1	655
383	1	393
275	1	676
228	1	638
362	2	257
913	1	301
64	1	579
140	1	342
915	1	316
641	1	492
665	2	421
264	1	14
891	2	685
227	1	522
618	1	918
200	1	594
563	1	751
551	1	543
120	1	231
523	1	42
182	1	393
62	1	747
73	1	724
182	1	182
915	1	740
511	2	802
763	1	783
51	2	120
391	1	393
590	2	937
773	1	85
773	1	85
488	2	533
284	1	853
765	1	301
509	1	159
780	2	701
740	1	713
228	2	269
565	2	448
534	1	549
132	1	382
4	1	124
102	1	14
594	1	899
252	1	33
252	1	635
252	1	33
316	2	535
790	1	713
534	1	534
418	2	591
480	1	392
865	1	865
563	1	58
681	1	53
681	1	53
835	1	273
717	1	182
641	1	534
507	1	66
697	1	955
565	2	784
565	2	784
311	1	798
552	1	641
648	1	790
891	2	891
33	2	14
182	1	476
456	1	206
304	1	295
509	1	88
565	1	727
966	1	376
617	2	541
279	5	501
627	5	279
314	1	240
676	1	186
676	1	186
759	1	160
891	2	55
182	1	227
301	1	549
676	1	740
565	1	543
557	1	339
543	1	304
743	2	937
893	2	157
987	2	910
99	1	866
643	2	326
207	1	154
121	1	918
139	1	139
968	2	954
326	2	526
300	1	534
522	2	891
393	1	516
944	1	969
68	1	401
976	1	679
227	1	522
563	2	563
563	2	563
171	1	727
491	2	785
491	2	785
227	1	182
265	2	180
314	1	63
63	1	627
314	1	63
281	1	182
961	1	812
793	1	304
887	1	340
393	1	944
925	2	362
925	1	362
623	1	573
725	2	362
879	1	879
826	26	259
363	1	696
291	1	549
413	1	128
367	1	301
635	1	360
648	1	565
299	1	750
696	1	393
565	2	564
573	1	416
301	1	857
301	1	857
563	1	573
241	1	918
227	1	419
468	1	379
838	2	228
314	1	228
565	1	15
416	1	37
227	1	713
331	2	937
279	1	227
132	1	14
227	1	393
930	1	924
916	1	484
73	1	393
884	2	709
727	1	709
618	1	937
365	1	831
316	1	37
316	1	37
929	1	570
257	1	880
357	1	781
182	1	899
401	1	160
342	2	175
520	1	520
677	1	944
180	2	937
127	2	129
511	2	629
813	1	186
959	2	730
959	2	180
756	1	694
565	1	657
565	1	899
648	1	240
64	1	102
159	1	866
891	2	326
611	1	102
827	1	563
547	2	604
923	1	64
611	1	529
62	1	295
490	1	12
899	2	279
227	1	863
294	1	790
565	2	264
827	1	563
227	1	227
743	2	213
178	1	657
25	1	588
534	1	376
331	1	758
454	1	308
565	2	565
455	2	854
53	1	47
468	1	241
33	2	269
899	1	468
132	1	326
132	1	563
524	1	409
769	2	191
102	1	326
301	69	780
562	1	492
562	1	492
314	1	354
189	1	393
189	1	840
790	1	657
169	1	360
375	1	534
611	2	891
326	1	314
803	1	918
228	2	37
228	2	37
920	1	698
920	1	929
400	2	475
66	1	866
119	2	474
426	1	535
35	1	761
750	1	793
797	1	740
316	1	905
486	1	316
486	1	66
311	2	295
413	1	227
413	1	227
889	2	710
579	1	135
393	1	14
534	1	486
66	1	198
40	2	715
264	2	295
127	2	469
796	2	360
164	1	518
164	1	518
683	1	339
132	1	680
827	1	579
337	1	182
316	1	486
720	1	42
492	1	438
579	1	200
535	1	266
575	2	15
132	1	14
227	1	227
827	1	339
891	2	663
946	1	64
692	1	316
692	1	899
98	1	368
414	1	727
304	1	33
918	1	227
241	1	751
803	1	594
953	2	264
565	2	264
470	1	793
304	1	256
697	1	740
828	1	66
817	1	468
870	1	907
870	1	907
618	1	597
497	2	110
620	1	740
531	1	631
393	1	468
404	1	379
697	1	14
261	1	863
106	1	102
311	2	269
618	1	826
723	1	723
535	1	326
111	1	162
227	1	522
227	1	127
619	2	425
457	1	159
876	1	383
320	1	182
45	1	790
648	1	648
871	1	301
360	2	475
664	1	740
641	1	641
946	1	11
903	1	227
299	1	652
301	1	572
67	1	301
304	1	439
733	2	827
363	1	697
401	1	178
31	1	985
78	1	799
380	1	654
380	1	980
388	1	252
793	2	232
824	1	376
565	2	903
159	1	159
301	1	473
727	1	781
871	1	694
318	1	698
565	2	379
140	1	743
492	1	481
161	2	253
161	2	751
546	1	316
845	1	944
301	1	227
785	1	228
609	2	43
609	1	43
609	1	43
609	1	43
973	2	171
973	2	171
53	1	413
508	1	316
628	2	640
565	1	790
43	1	304
973	2	565
969	1	126
228	1	223
47	1	53
33	1	143
184	2	891
240	1	779
581	1	581
973	2	174
904	1	904
904	1	904
182	1	14
228	1	314
75	1	43
567	1	567
856	1	677
210	1	985
228	2	228
247	1	891
146	2	146
330	2	598
522	1	843
522	1	843
222	1	454
132	1	726
827	2	228
769	1	528
393	1	316
719	1	186
910	2	342
156	1	316
181	2	439
181	2	228
181	2	439
799	1	522
641	1	961
314	1	740
518	1	398
518	1	398
435	5	905
435	1	905
173	1	419
689	1	137
207	1	6
522	1	301
962	1	393
276	1	652
78	1	918
319	30	581
168	1	224
33	1	468
110	1	549
110	1	534
887	1	33
557	1	304
299	1	492
24	1	94
304	1	269
768	1	66
182	1	558
565	2	698
553	2	957
583	1	32
881	10	722
565	2	565
534	1	376
159	1	534
565	1	14
899	1	73
534	1	534
136	1	483
285	1	41
486	1	78
314	1	14
811	1	361
539	1	420
565	1	698
256	1	86
727	1	33
316	1	316
64	1	727
959	1	33
60	1	534
866	1	376
525	1	525
47	1	301
180	1	376
641	1	350
552	1	641
248	1	569
569	2	569
793	2	711
975	1	855
549	1	531
93	1	534
565	1	727
363	1	648
314	8	391
360	1	316
967	1	339
967	1	339
316	1	284
973	2	444
424	2	981
563	2	563
563	2	563
790	1	515
661	1	926
304	1	379
269	2	757
734	2	408
189	1	182
221	2	767
615	2	698
573	1	436
447	2	565
24	1	849
360	1	790
866	1	866
504	1	585
504	1	585
594	1	464
144	1	228
468	1	423
145	1	698
172	2	326
832	1	969
899	1	899
439	1	422
944	1	543
301	1	301
827	1	573
314	1	189
241	1	968
563	1	132
563	1	132
565	2	180
723	1	362
485	1	64
262	1	515
406	1	243
511	1	362
833	1	15
727	1	304
304	1	311
53	1	326
360	1	758
697	1	448
973	1	15
393	1	899
565	1	648
316	1	915
827	1	234
549	1	326
552	1	228
681	1	393
29	2	827
693	1	495
110	1	110
264	1	264
158	2	51
476	1	661
563	1	722
736	1	393
915	1	246
915	1	690
20	1	60
20	1	60
100	1	657
688	1	379
345	2	15
351	2	448
182	1	641
886	2	269
807	1	326
807	1	535
563	1	445
891	1	304
573	1	316
301	1	302
565	2	891
165	1	227
246	1	326
853	1	91
91	1	617
331	2	326
33	2	14
758	1	149
342	1	565
331	1	685
331	1	227
241	1	563
188	1	316
753	1	610
645	1	103
64	1	834
311	1	834
648	1	891
408	2	771
76	1	314
402	1	316
508	1	316
251	1	346
929	1	187
790	1	432
522	1	227
445	1	95
577	1	577
959	2	910
363	1	534
942	1	110
182	1	147
534	1	878
17	1	961
565	2	518
641	1	595
899	2	81
314	1	740
144	1	986
959	1	799
70	2	264
899	2	973
827	2	511
736	1	785
651	2	420
623	1	639
326	1	228
522	1	301
316	1	608
9	1	331
182	1	401
264	2	141
265	30	379
486	1	439
940	1	723
671	1	623
743	2	244
827	1	684
467	2	937
853	1	75
66	1	249
727	1	790
727	1	565
723	1	696
859	1	314
218	1	695
873	1	227
495	1	316
977	1	413
977	1	393
227	1	691
565	1	727
269	1	388
617	1	925
343	1	638
827	1	563
492	1	66
178	1	269
456	1	228
314	1	322
82	2	360
648	1	727
351	1	697
522	15	698
696	1	509
309	1	439
66	1	866
717	1	717
62	1	301
49	2	899
304	1	304
304	1	304
241	1	751
747	1	117
507	1	495
464	1	228
334	2	326
245	2	616
200	1	905
899	2	603
969	1	754
571	2	235
227	1	698
492	1	241
861	1	339
899	2	301
331	1	227
565	1	565
827	1	163
618	1	388
534	1	301
43	1	657
43	1	657
159	1	866
241	1	918
530	1	530
304	1	360
733	2	734
922	1	543
416	1	301
416	1	534
403	1	875
648	1	56
727	1	326
565	2	148
534	1	722
842	1	362
565	1	727
228	2	638
148	2	148
416	1	62
66	1	866
634	1	486
790	1	648
182	1	401
607	1	887
43	2	138
238	1	159
189	1	851
658	2	911
344	2	733
344	2	362
30	1	468
704	2	704
704	2	704
503	2	973
180	2	407
565	1	565
565	1	727
102	1	565
401	1	246
401	1	219
112	1	264
200	2	33
228	2	228
301	1	326
565	2	264
565	2	264
95	1	534
837	1	301
217	1	702
790	1	379
227	1	227
501	1	436
866	1	291
314	1	228
383	1	468
62	1	63
565	1	727
534	1	641
853	1	166
671	1	975
301	1	688
534	1	301
648	1	14
611	1	635
436	1	326
314	1	55
351	1	697
314	1	393
132	1	132
969	1	33
468	1	119
258	1	781
360	1	725
29	1	29
627	1	167
241	1	781
241	1	781
629	2	592
618	1	228
118	2	660
90	2	950
82	2	113
827	1	958
171	2	937
425	1	688
241	1	781
241	1	781
33	2	200
617	2	891
78	1	918
691	1	795
793	1	401
171	2	362
228	1	569
888	2	21
159	1	549
728	1	549
316	1	549
969	1	339
891	68	751
210	1	393
210	1	578
342	1	144
102	1	946
827	1	655
182	5	144
393	1	961
534	1	62
534	1	62
565	1	182
650	2	850
227	1	295
838	2	838
47	1	760
364	7	684
316	1	334
641	1	492
144	1	466
522	1	924
144	1	189
534	1	534
534	1	57
534	5	57
182	1	778
508	1	110
62	1	628
573	1	43
727	1	364
608	1	316
393	1	228
735	1	735
740	1	316
223	1	201
24	1	722
534	1	549
879	1	534
879	1	639
275	1	727
275	1	793
722	1	713
133	1	403
326	24	563
777	1	899
314	1	433
915	1	945
565	1	15
522	1	301
522	1	301
180	2	786
316	1	415
885	1	812
579	1	333
227	1	522
371	1	657
82	1	227
416	1	859
737	2	326
227	1	228
798	1	770
228	1	969
727	1	14
293	1	790
293	1	790
915	1	401
915	1	314
264	2	675
823	30	269
367	1	64
122	1	122
227	1	707
37	1	316
264	1	14
393	1	652
311	1	304
975	1	180
975	1	376
899	2	342
316	1	518
150	1	355
920	26	758
929	1	969
623	1	58
623	1	279
457	1	944
416	1	78
289	1	391
641	1	131
512	2	712
867	1	511
291	1	492
894	1	565
894	1	565
687	1	565
727	1	565
476	1	661
182	1	111
360	2	405
240	8	316
486	1	534
486	1	534
62	1	549
755	1	563
182	1	182
686	1	136
641	1	641
762	1	696
125	1	315
549	1	625
565	1	790
297	1	123
751	1	326
727	1	534
301	1	313
22	1	439
314	1	78
866	1	549
573	1	346
314	1	102
376	1	740
48	1	524
766	1	758
334	1	534
534	1	346
342	1	845
342	1	845
342	1	727
342	1	751
301	1	751
241	1	241
109	1	109
565	2	15
52	1	830
844	1	66
326	1	915
139	2	14
393	1	820
540	1	110
259	1	826
883	2	580
883	2	580
316	1	415
557	2	891
336	1	227
304	1	858
66	1	866
66	1	47
339	1	459
827	2	138
440	2	937
858	1	301
393	1	858
600	1	303
873	1	618
144	1	639
891	2	327
626	1	915
362	2	346
29	30	468
648	1	14
738	1	868
227	1	825
291	1	756
307	2	307
486	1	857
642	2	565
769	1	988
827	5	501
641	1	14
629	2	613
432	2	379
237	2	419
695	2	397
468	1	468
413	1	83
811	1	361
260	1	969
969	1	66
603	2	594
314	1	705
741	1	661
64	1	64
364	1	760
352	1	518
827	1	958
326	1	827
794	1	199
159	1	534
866	1	326
573	1	763
573	1	393
362	2	432
301	1	781
66	1	78
179	1	391
565	2	565
565	2	891
534	1	416
534	1	416
207	1	891
617	1	657
514	1	439
859	1	698
269	1	688
381	2	684
969	1	312
891	2	891
123	1	452
969	1	283
969	1	490
341	1	360
844	1	760
84	1	464
648	1	439
934	1	760
668	2	316
296	1	969
899	1	866
522	1	522
316	1	301
316	1	301
648	1	751
180	2	19
929	1	648
180	2	682
791	1	329
563	2	611
278	1	227
231	1	622
623	1	806
264	1	891
159	1	420
159	1	420
866	1	376
680	2	815
228	1	795
73	1	534
73	1	393
291	1	228
376	1	509
301	1	316
214	1	246
769	1	659
918	1	899
672	1	468
565	1	657
271	1	486
534	1	37
492	1	549
565	2	379
648	1	326
259	1	622
659	1	301
388	1	827
10	176	409
390	2	360
390	2	545
929	1	38
727	1	601
228	1	316
228	1	476
549	1	318
745	1	827
863	2	335
205	1	326
314	1	627
439	2	264
1	1	602
513	2	316
513	2	713
314	1	55
62	1	549
227	1	279
549	1	363
667	1	511
563	1	975
393	1	301
534	1	178
182	1	353
148	1	66
483	1	427
314	1	376
304	1	899
534	1	722
227	1	393
301	1	740
338	2	269
71	1	393
740	1	314
740	1	314
207	1	603
393	1	827
623	1	326
64	26	64
362	2	429
304	5	769
565	1	394
543	1	727
393	1	218
698	1	648
648	1	264
550	2	891
401	1	353
301	1	239
437	1	43
227	1	134
304	1	825
788	2	891
788	2	231
788	1	891
301	2	639
316	1	314
648	1	376
549	1	534
376	1	63
843	1	393
843	1	393
434	1	380
884	2	15
866	1	227
288	1	301
62	1	549
534	1	189
20	1	72
641	1	393
918	1	450
391	2	932
407	1	133
549	1	841
301	2	639
673	1	314
561	1	897
914	1	24
64	1	12
182	1	866
182	1	866
648	1	582
363	1	6
363	1	6
579	1	227
846	1	304
678	1	157
738	1	738
424	2	937
278	1	522
492	1	698
33	1	267
565	1	790
180	2	891
189	1	534
504	2	898
818	2	14
891	1	973
403	1	102
28	1	785
28	1	785
227	1	69
304	1	425
304	1	425
789	2	287
565	2	7
7	2	432
963	2	848
227	1	393
227	1	393
326	2	639
698	1	670
314	1	180
790	1	8
648	1	790
51	2	651
534	1	688
242	1	756
242	1	756
696	1	102
697	1	697
264	1	102
218	1	533
66	1	866
262	1	972
227	1	721
227	1	749
233	1	494
24	1	62
756	1	729
182	1	799
759	1	696
51	1	630
766	2	891
267	1	267
377	1	476
465	30	55
42	1	648
602	1	648
376	1	376
314	1	55
986	1	359
905	1	666
736	1	736
436	1	270
33	1	347
244	2	656
680	2	698
385	1	534
367	1	33
311	26	758
311	1	758
781	1	240
241	1	781
339	2	405
634	1	445
13	1	534
626	1	915
866	1	182
741	1	393
82	1	227
563	1	985
954	1	263
362	2	432
314	1	464
314	1	696
534	1	66
516	1	549
819	1	827
819	1	523
648	1	840
252	1	518
241	1	14
241	1	14
698	1	240
301	1	661
748	1	509
316	1	314
814	1	211
269	2	439
241	1	241
301	1	178
301	1	534
180	2	615
139	1	116
108	1	228
612	2	821
612	1	821
278	1	227
615	1	293
62	1	549
627	1	314
136	1	136
436	1	316
314	8	673
460	2	302
829	2	151
373	1	304
901	1	326
598	2	524
973	2	286
979	2	936
314	1	14
648	1	751
959	2	51
959	2	51
918	1	918
105	1	308
197	2	563
522	2	793
828	1	316
958	1	195
969	1	567
66	1	456
383	1	962
633	1	448
879	1	879
51	2	407
299	1	301
304	1	781
304	1	781
206	1	427
382	2	629
364	1	182
830	1	549
228	1	915
653	2	74
902	2	730
790	1	891
53	1	799
215	2	176
393	1	66
727	1	790
314	1	189
102	1	648
891	1	935
102	1	606
534	1	376
853	1	301
563	1	54
985	1	565
985	1	565
439	1	196
933	1	468
389	2	261
326	1	851
410	1	401
827	2	305
552	1	214
891	2	733
316	29	306
306	1	278
740	1	12
827	2	607
891	2	228
362	1	429
641	1	641
243	1	751
228	1	962
921	1	12
241	1	180
657	1	782
705	1	562
698	1	376
899	2	973
241	1	346
334	1	754
334	1	754
193	1	62
961	1	172
686	1	279
279	1	314
279	1	314
314	5	279
534	1	700
924	1	388
316	1	436
370	2	644
877	1	877
959	2	362
225	1	374
411	1	698
411	1	698
828	1	866
565	2	87
660	1	384
95	1	223
772	2	432
241	1	563
563	2	563
565	1	648
534	1	227
566	2	946
327	1	26
451	1	661
570	1	573
917	2	264
359	1	722
565	1	900
189	1	320
301	1	78
301	1	882
241	1	751
779	1	761
636	2	973
189	1	632
108	1	646
516	1	534
866	1	853
62	1	360
882	1	918
534	1	376
182	1	652
403	1	102
393	1	316
492	1	47
890	2	36
723	1	117
723	1	186
587	2	209
416	1	62
365	2	944
793	1	740
558	1	909
334	1	483
534	1	486
727	1	954
827	2	120
436	1	565
493	1	777
627	1	572
331	2	228
316	2	43
565	1	790
565	1	790
554	1	62
827	1	937
228	1	468
314	1	233
637	2	872
250	1	215
866	1	716
522	1	110
858	1	101
298	1	227
189	1	401
228	2	401
314	1	228
401	1	316
304	1	769
171	1	790
5	2	119
528	1	506
78	1	386
486	1	306
896	1	182
688	1	781
55	1	314
363	6	722
776	1	746
33	2	138
891	1	567
383	1	542
717	1	549
24	1	24
304	1	304
282	1	24
538	5	769
490	1	698
866	1	66
257	2	429
569	1	970
718	1	376
723	1	180
241	1	781
697	1	800
565	2	264
182	1	569
827	1	495
35	1	785
641	1	326
304	1	727
563	1	241
334	2	593
939	2	226
206	2	937
953	2	605
565	2	580
648	1	321
145	1	563
348	2	577
189	1	78
468	1	904
618	1	110
565	1	727
316	1	492
314	1	326
727	1	300
130	1	228
573	1	573
573	1	573
740	1	334
907	2	365
391	1	416
668	2	228
228	2	357
375	1	918
228	1	648
603	2	937
372	1	314
383	1	525
182	1	291
401	2	713
401	2	712
301	1	393
190	1	195
84	1	464
314	1	14
827	1	347
59	1	59
463	1	265
227	1	301
498	1	137
66	1	828
565	1	727
316	1	393
314	1	14
899	1	899
939	7	120
649	2	965
563	1	241
776	1	316
132	1	393
522	1	887
363	1	510
278	1	472
112	1	187
618	1	228
428	1	422
30	1	468
107	2	751
565	1	727
565	1	727
727	1	727
641	1	301
563	1	132
484	1	426
542	1	393
920	1	781
920	1	304
110	1	363
356	1	543
227	1	393
822	2	474
12	1	576
189	1	652
166	1	573
899	2	827
565	2	180
227	1	227
227	1	227
673	1	53
24	1	549
821	2	821
736	1	67
801	1	978
755	1	563
755	1	563
534	1	722
866	1	924
316	2	639
316	2	365
513	1	316
328	1	641
84	1	297
84	1	297
84	1	383
959	1	648
396	1	929
66	1	534
529	1	436
960	1	62
565	1	168
333	1	64
362	2	891
376	1	182
